country,frequency_of_observation,measure,unit_of_measure,age,age,sex,sex,socio_econ_status,death_cause,calc_methodology,calculation_methodology,gestation_threshold,year,avoidable_mortality
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2011,62.4
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2010,64.4
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2009,66.8
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2008,70.2
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2007,72.7
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2006,76.2
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2004,82.0
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2003,88.4
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2002,91.5
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2001,95.9
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2018,49.4
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2017,50.8
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2016,52.8
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2015,54.3
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2014,54.5
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2013,54.9
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2012,55.8
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2011,59.0
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2010,59.9
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2009,62.6
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2008,65.4
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2007,66.7
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2006,69.3
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2004,74.6
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2003,79.5
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2002,83.3
Australia,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2001,85.7
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2018,191.8
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2017,196.4
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2016,198.8
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2015,206.2
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2014,204.7
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2013,204.4
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2012,203.1
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2011,213.4
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2010,217.4
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2009,225.8
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2008,233.2
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2007,231.7
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2006,242.2
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2004,259.0
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2003,270.4
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2002,282.5
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2018,139.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2017,142.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2016,143.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2015,148.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2014,147.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2013,146.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2012,144.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2011,151.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2010,153.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2009,159.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2008,163.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2007,159.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2006,166.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2004,177.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2003,182.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2002,191.0
Australia,Annual,Preventable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2001,200.0
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2018,150.3
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2017,154.0
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2016,155.9
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2015,162.0
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2014,161.1
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2013,160.0
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2012,160.7
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2011,167.9
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2010,170.0
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2009,176.6
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2008,181.2
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2007,181.2
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2006,187.2
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2004,198.9
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2003,207.6
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2002,218.4
Australia,Annual,Avoidable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2001,226.3
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2018,6403.5
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2017,6440.0
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2016,6445.5
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2015,6551.5
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2014,6344.0
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2013,6266.5
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2012,6181.5
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2011,6333.0
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2010,6383.0
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2009,6433.0
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2008,6539.0
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2007,6579.5
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2006,6566.0
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2004,6873.5
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2003,7310.0
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2002,7446.0
Australia,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2001,7656.0
Australia,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2018,13707.0
Australia,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2017,13798.0
Australia,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2016,13566.0
Australia,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2015,13759.0
Australia,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2014,13358.0
Australia,Annual,Avoidable mortality,Deaths,_T,Total,F,Female,_Z,_Z,_Z,Not applicable,_Z,2013,12817.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2005,13117.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2004,13394.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2003,13931.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2002,13931.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2016,11612.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2015,12121.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2014,11959.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2013,12192.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2012,12186.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2011,12062.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2010,12451.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2009,12496.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2008,12122.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2007,12544.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2006,12721.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2018,60.4
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2017,61.2
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2016,62.7
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2015,63.7
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2014,62.8
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2013,63.5
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2012,64.5
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2011,66.4
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2010,70.2
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2009,72.9
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2008,72.7
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2007,77.6
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2006,81.5
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2005,84.8
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2004,88.3
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2003,94.9
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,_Z,STANDARD,Standardised rate,_Z,2002,98.1
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2018,11526.0
Austria,Annual,Avoidable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2017,11378.0
Austria,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2014,3236.0
Austria,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2013,3278.5
Austria,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2012,3195.0
Austria,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2011,3316.5
Austria,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2010,3415.0
Austria,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2009,3404.0
Austria,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2008,3343.0
Austria,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2007,3561.0
Austria,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2006,3626.5
Austria,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2005,3685.0
Austria,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2004,3866.0
Austria,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2003,4115.0
Austria,Annual,Treatable mortality,Deaths,_T,Total,M,Male,_Z,_Z,_Z,Not applicable,_Z,2002,4189.5
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2018,52.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2017,53.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2016,54.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2015,54.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2014,54.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2013,54.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2012,57.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2011,56.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2010,59.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2009,62.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2008,61.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2007,65.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2006,69.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2005,73.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2004,74.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2003,79.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,F,Female,_Z,_Z,STANDARD,Standardised rate,_Z,2002,83.0
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2018,69.4
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2017,70.2
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2016,72.5
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2015,74.3
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2014,72.3
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2013,73.7
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2012,73.4
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2011,78.6
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2010,82.6
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2009,84.6
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2008,85.3
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2007,92.5
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2006,95.9
Austria,Annual,Treatable mortality,Deaths per 100 000 inhabitants,_T,Total,M,Male,_Z,_Z,STANDARD,Standardised rate,_Z,2005,98.8
