country,year,set_healtchare_capita_outcomes,base_period
Slovenia,2004,0.108,
Slovenia,2003,0.175,
Slovenia,2013,0.093,
Slovenia,2011,0.11,
Canada,2018,701.599,
Canada,2016,608.876,
Canada,2015,768.734,
Canada,2014,500.252,
Canada,2013,472.854,
Canada,2012,728.016,
Canada,2011,373.847,
Canada,2010,539.805,
Canada,2009,294.75,
Canada,2008,379.439,
Latvia,2017,2.112,2015.0
Sweden,2018,78.699,
Sweden,2017,74.858,
Sweden,2016,73.945,
Sweden,2015,73.953,
Sweden,2014,77.663,
Sweden,2013,53.621,
Sweden,2012,56.956,
Sweden,2011,64.505,
Sweden,2010,58.14,
Sweden,2009,63.584,
Sweden,2008,59.667,
Sweden,2007,55.58,
Sweden,2006,52.248,
Sweden,2005,56.091,
Sweden,2004,65.244,
Sweden,2003,61.736,
Sweden,2002,57.55,
Sweden,2001,62.687,
Finland,2007,86.198,2015.0
Finland,2006,71.784,2015.0
Finland,2005,73.068,2015.0
Finland,2004,47.362,2015.0
Finland,2003,61.942,2015.0
Finland,2002,50.918,2015.0
Finland,2001,32.158,2015.0
Finland,2018,42.29,2015.0
Finland,2017,204.117,2015.0
Finland,2016,171.561,2015.0
Finland,2015,294.294,2015.0
Finland,2014,296.095,2015.0
Finland,2013,42.864,2015.0
Finland,2012,57.596,2015.0
Finland,2011,51.319,2015.0
Finland,2010,80.909,2015.0
Finland,2009,79.659,2015.0
Canada,2006,65.988,
Canada,2018,72.118,
Canada,2016,72.546,
Canada,2015,72.618,
Canada,2014,75.349,
Canada,2013,75.139,
Canada,2012,71.771,
Canada,2011,75.207,
Canada,2010,75.483,
Canada,2009,70.232,
Canada,2008,65.821,
United Kingdom,2001,0.23,
United Kingdom,2018,0.152,
United Kingdom,2017,0.148,
United Kingdom,2016,0.122,
United Kingdom,2015,0.132,
United Kingdom,2014,0.111,
United Kingdom,2013,0.106,
United Kingdom,2012,0.116,
United Kingdom,2011,0.128,
United Kingdom,2010,0.256,
United Kingdom,2009,0.464,
United Kingdom,2008,0.41,
United Kingdom,2007,0.45,
United Kingdom,2006,0.334,
United Kingdom,2005,0.327,
United Kingdom,2004,0.219,
United Kingdom,2003,0.245,
Greece,2018,327.719,2015.0
Greece,2018,0.182,
Greece,2017,0.126,
Greece,2016,0.094,
Greece,2015,0.1,
Greece,2014,0.089,
Greece,2013,0.121,
Greece,2012,0.092,
Greece,2011,0.112,
Greece,2010,0.113,
Greece,2009,0.145,
Costa Rica,2018,50406.094,
Costa Rica,2017,54396.472,
Costa Rica,2016,46992.037,
Costa Rica,2015,28059.255,
Costa Rica,2014,21165.878,
Costa Rica,2013,20379.097,
Costa Rica,2012,13903.674,
Costa Rica,2011,19161.368,
Korea,2002,49.129,
Korea,2001,56.09,
Korea,2018,40.754,
Korea,2017,44.386,
Korea,2016,48.347,
Korea,2015,43.103,
Korea,2014,47.446,
Korea,2013,46.436,
Korea,2012,48.859,
Korea,2011,51.065,
Korea,2010,50.997,
Korea,2009,52.799,
Korea,2008,48.9,
Korea,2007,46.508,
Korea,2006,52.146,
Korea,2005,54.958,
Korea,2004,48.591,
Latvia,2018,0.002,
Israel,2012,8.333,
Israel,2011,16.667,
Israel,2010,42.857,
Israel,2009,36.364,
Israel,2018,42.857,
Israel,2016,16.667,
Israel,2015,16.667,
Israel,2014,16.667,
Costa Rica,2015,4.694,
Costa Rica,2013,50.372,
Costa Rica,2011,0.077,
Costa Rica,2018,64.698,
Costa Rica,2017,85.38,
Canada,2006,111.651,
Finland,2012,0.029,
Finland,2011,0.018,
Finland,2010,0.023,
Finland,2009,0.024,
Finland,2008,0.015,
Denmark,2018,766.883,2015.0
Denmark,2017,654.953,2015.0
Denmark,2016,272.727,2015.0
Denmark,2015,452.398,2015.0
Denmark,2014,402.342,2015.0
Denmark,2013,370.123,2015.0
Denmark,2012,247.801,2015.0
Denmark,2011,336.055,2015.0
Denmark,2010,325.778,2015.0
Denmark,2017,0.03,
Denmark,2016,0.013,
Denmark,2015,0.022,
Denmark,2014,0.02,
Denmark,2013,0.019,
Denmark,2012,0.013,
Denmark,2011,0.018,
Denmark,2010,0.017,
Finland,2006,29.146,
Finland,2005,25.096,
Finland,2004,24.438,
Finland,2003,20.118,
Finland,2002,25.897,
Finland,2001,23.169,
Finland,2018,8.703,
Finland,2017,5.978,
Finland,2016,24.829,
Finland,2015,20.678,
Finland,2014,20.678,
Finland,2013,20.427,
Finland,2012,27.052,
Finland,2011,21.318,
Finland,2010,24.371,
Finland,2009,21.53,
Finland,2008,31.984,
Canada,2006,353.071,2015.0
Canada,2018,801.261,2015.0
Canada,2016,800.669,2015.0
Canada,2015,774.547,2015.0
Canada,2014,567.715,2015.0
Canada,2013,648.324,2015.0
Canada,2012,822.048,2015.0
Canada,2011,501.506,2015.0
Canada,2010,743.582,2015.0
Canada,2009,551.613,2015.0
Canada,2008,439.185,2015.0
Canada,2006,0.02,
Canada,2018,0.037,
Canada,2016,0.04,
Canada,2015,0.039,
Canada,2014,0.028,
Canada,2013,0.033,
Canada,2012,0.043,
Canada,2011,0.027,
Canada,2010,0.041,
Canada,2009,0.032,
Canada,2008,0.024,
Greece,2016,166.031,2015.0
Greece,2015,176.659,2015.0
Greece,2014,155.774,2015.0
Greece,2013,209.557,2015.0
Greece,2012,163.308,2015.0
Greece,2011,215.651,2015.0
Greece,2010,245.847,2015.0
Greece,2009,328.777,2015.0
Norway,2018,100.0,
Norway,2017,100.0,
Norway,2016,100.0,
Norway,2015,100.0,
Norway,2014,100.0,
Norway,2013,100.0,
Norway,2012,100.0,
Norway,2011,100.0,
Brazil,2016,0.317,
Brazil,2015,0.29,
Brazil,2018,0.336,
Malta,2018,0.911,
Portugal,2018,548.873,
Portugal,2017,383.155,
Latvia,2018,2.279,
Latvia,2017,1.097,
Sweden,2012,1009.112,2015.0
Sweden,2011,1083.492,2015.0
Sweden,2010,930.056,2015.0
Sweden,2009,907.846,2015.0
Sweden,2008,913.493,2015.0
Sweden,2007,838.02,2015.0
Sweden,2006,801.156,2015.0
Sweden,2005,799.363,2015.0
Sweden,2004,493.822,2015.0
Sweden,2003,478.237,2015.0
Sweden,2002,536.956,2015.0
Sweden,2001,514.806,2015.0
Sweden,2018,1113.039,2015.0
Sweden,2017,1114.879,2015.0
Sweden,2016,1051.779,2015.0
Sweden,2015,981.0,2015.0
Sweden,2014,948.123,2015.0
Latvia,2018,0.038,
Portugal,2018,38.857,
Portugal,2017,34.113,
Portugal,2016,32.752,
Finland,2006,0.029,
Finland,2005,0.018,
Finland,2004,0.015,
Finland,2003,0.016,
Finland,2002,0.015,
Finland,2001,0.015,
Finland,2018,0.018,
Finland,2017,0.015,
Finland,2016,0.016,
Finland,2015,0.016,
Finland,2014,0.016,
Finland,2013,0.027,
United Kingdom,2018,100.0,
United Kingdom,2017,100.0,
United Kingdom,2016,100.0,
United Kingdom,2015,100.0,
United Kingdom,2014,100.0,
United Kingdom,2013,100.0,
United Kingdom,2012,100.0,
United Kingdom,2011,100.0,
United Kingdom,2010,100.0,
Sweden,2014,22014.0,
Sweden,2013,20722.0,
Sweden,2012,20505.0,
Sweden,2011,21329.0,
Sweden,2010,18801.0,
Sweden,2009,16374.0,
Sweden,2008,15908.0,
Sweden,2007,13872.0,
Sweden,2006,12285.0,
Sweden,2005,11921.0,
Sweden,2004,11952.0,
Sweden,2003,12022.0,
Sweden,2002,12469.0,
Sweden,2001,10997.0,
Sweden,2018,28372.0,
Sweden,2017,25060.0,
Sweden,2016,24012.0,
Norway,2010,100.0,
Norway,2009,100.0,
Norway,2008,100.0,
Norway,2007,100.0,
Norway,2006,100.0,
Norway,2005,100.0,
Norway,2004,100.0,
Norway,2003,100.0,
Norway,2002,100.0,
Norway,2001,100.0,
Finland,2004,130.576,2015.0
Finland,2003,120.78,2015.0
Finland,2002,130.589,2015.0
Finland,2001,126.363,2015.0
Sweden,2017,4224.0,
Sweden,2016,3627.0,
Sweden,2015,3605.0,
Sweden,2014,3595.0,
Sweden,2013,1671.0,
Sweden,2012,1531.0,
Sweden,2011,1465.0,
Sweden,2010,1505.0,
Sweden,2009,1568.0,
Sweden,2008,1681.0,
Sweden,2007,1380.0,
Sweden,2006,1401.0,
Sweden,2005,1453.0,
Sweden,2004,1617.0,
Sweden,2003,1521.0,
Sweden,2002,1543.0,
Sweden,2001,1734.0,
Greece,2016,0.019,
Greece,2015,0.016,
Greece,2014,0.011,
Greece,2013,0.023,
Greece,2012,0.016,
Greece,2011,0.02,
Greece,2010,0.014,
Greece,2009,0.025,
Greece,2018,0.017,
Iceland,2006,100.0,
Iceland,2005,100.0,
Iceland,2004,100.0,
Iceland,2003,100.0,
Iceland,2002,100.0,
Iceland,2001,100.0,
Iceland,2018,100.0,
Iceland,2017,100.0,
Iceland,2016,100.0,
Iceland,2015,100.0,
Iceland,2014,100.0,
Iceland,2013,100.0,
Iceland,2012,100.0,
Iceland,2011,100.0,
Iceland,2010,100.0,
Iceland,2009,100.0,
Iceland,2008,100.0,
United Kingdom,2008,100.0,
United Kingdom,2007,100.0,
United Kingdom,2006,100.0,
United Kingdom,2005,100.0,
United Kingdom,2004,100.0,
United Kingdom,2003,100.0,
United Kingdom,2002,100.0,
United Kingdom,2001,100.0,
Czechia,2013,123.352,2015.0
Czechia,2012,43.256,2015.0
Czechia,2011,186.006,2015.0
Czechia,2010,138.105,2015.0
Czechia,2018,508.131,2015.0
Czechia,2016,0.007,
Czechia,2015,0.005,
Czechia,2014,0.001,
Czechia,2013,0.003,
Czechia,2012,0.001,
Czechia,2011,0.004,
Czechia,2010,0.003,
Czechia,2018,0.01,
Slovenia,2013,3.2,
Slovenia,2011,5.981,
Slovenia,2009,6.4,
Slovenia,2008,9.9,
Slovenia,2007,6.471,
Slovenia,2006,9.267,
Slovenia,2005,1.805,
Slovenia,2004,6.058,
Sweden,2011,0.007,
Sweden,2010,0.016,
Sweden,2009,0.007,
Sweden,2008,0.008,
Sweden,2007,0.007,
Sweden,2006,0.007,
Sweden,2018,0.01,
Sweden,2005,0.007,
Sweden,2004,0.011,
Sweden,2003,0.012,
Sweden,2002,0.011,
Sweden,2001,0.013,
Sweden,2017,0.007,
Sweden,2016,0.007,
Sweden,2015,0.009,
Sweden,2014,0.008,
Sweden,2013,0.006,
Australia,2015,103.0,
Australia,2014,104.0,
Australia,2018,126.0,
Australia,2017,56.0,
Slovak Republic,2007,100.0,
Portugal,2018,151.465,2015.0
Portugal,2017,105.833,2015.0
Portugal,2018,0.077,
Portugal,2017,0.056,
Israel,2014,1019.0,
Israel,2013,940.0,
Israel,2012,755.0,
Israel,2011,975.0,
Israel,2010,1231.0,
Israel,2009,956.0,
Israel,2008,899.0,
Israel,2018,1137.0,
Israel,2017,1273.0,
Israel,2016,1017.0,
Portugal,2017,100.0,
Portugal,2016,100.0,
Finland,2017,104.351,2015.0
Finland,2016,121.521,2015.0
Finland,2015,152.689,2015.0
Finland,2014,153.623,2015.0
Finland,2013,171.747,2015.0
Finland,2012,190.589,2015.0
Finland,2011,140.211,2015.0
Finland,2010,146.709,2015.0
Finland,2009,183.595,2015.0
Finland,2008,189.436,2015.0
Finland,2007,169.983,2015.0
Finland,2006,166.146,2015.0
Finland,2005,115.771,2015.0
Canada,2010,5708.991,2015.0
Canada,2009,4850.738,2015.0
Canada,2008,4207.195,2015.0
Canada,2008,0.227,
Canada,2007,0.28,
Canada,2006,0.229,
Canada,2018,0.168,
Canada,2016,0.199,
Canada,2015,0.205,
Canada,2014,0.229,
Canada,2013,0.25,
Canada,2012,0.272,
Canada,2011,0.307,
Canada,2010,0.314,
Canada,2009,0.279,
United Kingdom,2007,83.09,
United Kingdom,2006,75.449,
United Kingdom,2005,74.173,
United Kingdom,2004,62.258,
United Kingdom,2003,64.077,
United Kingdom,2002,64.84,
United Kingdom,2001,65.737,
United Kingdom,2018,45.355,
United Kingdom,2017,46.94,
United Kingdom,2016,43.348,
United Kingdom,2015,43.588,
United Kingdom,2014,40.213,
United Kingdom,2013,41.518,
United Kingdom,2012,42.854,
United Kingdom,2011,44.881,
United Kingdom,2010,64.727,
United Kingdom,2009,84.287,
Sweden,2001,3547.0,
Sweden,2018,13505.0,
Sweden,2017,11306.0,
Sweden,2016,10077.0,
Sweden,2015,11157.0,
Sweden,2014,10614.0,
Sweden,2013,8743.0,
Sweden,2012,9843.0,
Sweden,2011,10157.0,
Sweden,2010,7651.0,
Sweden,2009,6064.0,
Sweden,2008,5945.0,
Sweden,2007,4348.0,
Sweden,2006,3273.0,
Sweden,2005,3205.0,
Sweden,2004,3535.0,
Sweden,2003,3391.0,
Greece,2009,137.976,2015.0
Greece,2018,15.055,2015.0
Greece,2017,16.419,2015.0
Greece,2016,18.562,2015.0
Greece,2015,21.507,2015.0
Greece,2014,26.651,2015.0
Greece,2013,34.445,2015.0
Greece,2012,29.317,2015.0
Greece,2011,35.659,2015.0
Greece,2018,0.008,
Greece,2017,0.009,
Greece,2016,0.011,
Greece,2015,0.012,
Greece,2014,0.015,
Greece,2013,0.02,
Greece,2012,0.017,
Greece,2011,0.018,
Greece,2010,0.015,
Greece,2009,0.061,
Lithuania,2005,0.002,
Czechia,2016,310.011,2015.0
Czechia,2015,216.174,2015.0
Czechia,2014,64.981,2015.0
Sweden,2003,0.001,
Sweden,2018,0.001,
Sweden,2017,0.002,
Sweden,2015,0.001,
Costa Rica,2018,0.002,
Costa Rica,2017,0.004,
Portugal,2017,-3.896,
Portugal,2016,30.104,
Sweden,2007,0.002,
Sweden,2006,0.001,
Sweden,2005,0.001,
Sweden,2004,0.001,
Sweden,2003,0.001,
Sweden,2002,0.001,
Sweden,2001,0.001,
Sweden,2018,0.002,
Sweden,2017,0.001,
Sweden,2016,0.001,
Sweden,2015,0.002,
Sweden,2014,0.001,
Sweden,2013,0.001,
Sweden,2012,0.001,
Sweden,2011,0.002,
Sweden,2010,0.002,
Greece,2018,0.003,
Greece,2017,0.002,
Greece,2016,0.003,
Greece,2015,0.003,
Greece,2014,0.006,
Greece,2013,0.012,
Greece,2012,0.008,
Greece,2011,0.009,
Greece,2010,0.006,
Greece,2009,0.015,
Finland,2014,95.227,
Finland,2013,92.504,
Finland,2012,92.738,
Finland,2011,93.23,
Finland,2010,91.188,
Finland,2009,91.222,
Finland,2008,95.203,
Finland,2007,95.474,
Finland,2006,92.033,
Finland,2005,97.114,
Finland,2004,93.406,
Finland,2003,94.721,
Finland,2002,95.91,
Finland,2001,90.84,
Finland,2018,91.23,
Finland,2017,94.524,
Finland,2016,91.221,
Finland,2006,253.044,
Finland,2005,196.269,
Finland,2004,183.935,
Finland,2003,179.627,
Finland,2002,190.063,
Finland,2001,137.293,
Finland,2018,715.862,
Finland,2017,568.474,
Finland,2016,335.89,
Finland,2015,165.711,
Finland,2014,165.711,
Finland,2013,429.733,
Finland,2012,365.931,
Finland,2011,301.342,
Finland,2010,287.055,
Finland,2009,332.329,
Finland,2008,264.684,
Canada,2006,3976.828,2015.0
Canada,2018,3618.41,2015.0
Canada,2016,3989.611,2015.0
Canada,2015,4076.693,2015.0
Canada,2014,4615.025,2015.0
Canada,2013,4898.415,2015.0
Canada,2012,5222.647,2015.0
Canada,2011,5804.913,2015.0
Sweden,2015,371.0,2015.0
Sweden,2014,388.192,2015.0
Sweden,2013,465.83,2015.0
Sweden,2012,431.879,2015.0
Sweden,2011,782.992,2015.0
Sweden,2010,569.026,2015.0
Sweden,2009,147.484,2015.0
Sweden,2007,68.194,
Sweden,2006,75.61,
Sweden,2005,72.692,
Sweden,2004,59.823,
Sweden,2003,80.522,
Sweden,2002,73.055,
Sweden,2001,69.898,
Sweden,2018,57.057,
Sweden,2017,66.924,
Sweden,2016,70.085,
Sweden,2015,76.26,
Sweden,2014,76.752,
Sweden,2013,75.049,
Sweden,2012,57.77,
Sweden,2011,66.124,
Sweden,2010,48.654,
Sweden,2009,68.256,
Israel,2013,0.041,
Israel,2012,0.038,
Israel,2011,0.056,
Israel,2010,0.095,
Israel,2009,0.07,
Israel,2008,0.064,
Israel,2018,0.047,
Israel,2017,0.044,
Israel,2016,0.042,
Israel,2015,0.046,
Finland,2009,96.037,
Finland,2008,104.336,
Finland,2007,127.446,
Finland,2006,109.142,
Finland,2005,116.737,
Finland,2004,97.073,
Finland,2003,105.941,
Finland,2002,99.631,
Finland,2001,91.038,
Finland,2018,185.511,
Finland,2017,176.774,
Finland,2016,160.976,
Finland,2015,164.874,
Finland,2014,164.874,
Finland,2013,154.661,
Finland,2012,154.875,
Finland,2011,129.826,
Canada,2011,1913.696,2015.0
Canada,2006,2049.736,2015.0
Canada,2018,1398.927,2015.0
Canada,2016,1509.775,2015.0
Canada,2015,1537.172,2015.0
Canada,2014,1509.874,2015.0
Canada,2010,1854.29,2015.0
Canada,2009,2056.032,2015.0
Canada,2008,2184.644,2015.0
Canada,2007,3024.764,2015.0
Canada,2013,1620.704,2015.0
Denmark,2018,46.309,
Denmark,2017,42.236,
Denmark,2016,42.151,
Denmark,2015,41.7,
Denmark,2014,45.045,
Denmark,2013,57.394,
Denmark,2012,51.976,
Denmark,2011,48.156,
Denmark,2010,47.684,
Portugal,2018,82.008,2015.0
Portugal,2017,77.646,2015.0
Portugal,2016,83.026,2015.0
Sweden,2009,0.001,
Sweden,2008,0.001,
Sweden,2005,0.001,
Sweden,2004,0.001,
Finland,2014,9.219,
Finland,2013,8.361,
Finland,2012,3.343,
Finland,2011,2.204,
Finland,2010,9.673,
Finland,2009,18.541,
Finland,2008,4.59,
Finland,2007,3.571,
Finland,2006,5.344,
Finland,2005,11.714,
Finland,2004,4.946,
Finland,2003,2.654,
Finland,2002,2.009,
Finland,2001,8.37,
Portugal,2017,74.921,
Portugal,2016,81.043,
Portugal,2018,3.294,2015.0
Portugal,2017,4.825,2015.0
Sweden,2002,0.052,
Sweden,2001,0.053,
Sweden,2018,0.066,
Sweden,2017,0.065,
Sweden,2014,0.054,
Sweden,2013,0.057,
Sweden,2012,0.059,
Sweden,2011,0.064,
Sweden,2010,0.059,
Sweden,2009,0.057,
Sweden,2008,0.056,
Sweden,2007,0.054,
Sweden,2006,0.053,
Sweden,2005,0.057,
Sweden,2016,0.062,
Sweden,2015,0.055,
Sweden,2004,0.054,
Portugal,2018,786.966,2015.0
Portugal,2017,616.187,2015.0
Portugal,2016,552.522,2015.0
Denmark,2018,5.734,
Denmark,2017,4.81,
Denmark,2016,2.171,
Denmark,2015,3.543,
Denmark,2014,3.089,
Denmark,2013,3.082,
Denmark,2012,1.876,
Denmark,2011,3.074,
Denmark,2010,3.39,
Costa Rica,2016,45.462,
Costa Rica,2015,29.853,
Costa Rica,2014,26.815,
Costa Rica,2013,29.108,
Costa Rica,2012,34.531,
Costa Rica,2011,48.429,
Costa Rica,2018,24.916,
Costa Rica,2016,705.219,2015.0
Costa Rica,2015,351.369,2015.0
Costa Rica,2014,159.837,2015.0
Costa Rica,2013,62.709,2015.0
Costa Rica,2012,133.53,2015.0
Costa Rica,2011,262.342,2015.0
Costa Rica,2018,396.71,2015.0
Sweden,2007,472.172,2015.0
Sweden,2006,310.652,2015.0
Sweden,2005,284.64,2015.0
Sweden,2004,263.131,2015.0
Sweden,2003,222.125,2015.0
Sweden,2002,304.691,2015.0
Sweden,2001,321.434,2015.0
Sweden,2018,337.937,2015.0
Sweden,2017,373.875,2015.0
Sweden,2016,529.34,2015.0
Norway,2008,0.433,
Norway,2007,0.53,
Norway,2006,0.512,
Norway,2005,0.559,
Norway,2004,0.613,
Norway,2003,0.632,
Norway,2002,0.609,
Norway,2001,0.624,
Norway,2018,0.51,
Norway,2017,0.492,
Norway,2016,0.556,
Norway,2015,0.49,
Norway,2014,0.547,
Norway,2013,0.485,
Norway,2012,0.38,
Norway,2011,0.342,
Norway,2010,0.343,
Norway,2009,0.414,
Malta,2018,31.844,
Malta,2018,5.709,2015.0
Malta,2017,4.644,2015.0
Finland,2016,8.571,
Sweden,2016,0.094,
Sweden,2015,0.096,
Sweden,2014,0.084,
Australia,2015,0.041,
Australia,2014,0.039,
Australia,2018,0.033,
Australia,2017,0.035,
Latvia,2008,1.189,
Latvia,2007,0.785,
Latvia,2006,0.195,
Latvia,2018,2.771,
Latvia,2017,2.204,
Latvia,2012,1.816,
Latvia,2011,1.862,
Latvia,2010,1.741,
Sweden,2006,100.0,
Sweden,2005,100.0,
Sweden,2004,100.0,
Sweden,2003,100.0,
Sweden,2002,100.0,
Sweden,2001,100.0,
Sweden,2018,100.0,
Sweden,2017,100.0,
Sweden,2016,100.0,
Sweden,2015,100.0,
Sweden,2014,100.0,
Sweden,2013,100.0,
Sweden,2012,100.0,
Sweden,2011,100.0,
Sweden,2010,100.0,
Sweden,2009,100.0,
Sweden,2008,100.0,
Luxembourg,2003,83.906,2015.0
Luxembourg,2002,169.569,2015.0
Luxembourg,2001,139.568,2015.0
Luxembourg,2010,114.946,2015.0
Luxembourg,2009,85.476,2015.0
Luxembourg,2007,140.913,2015.0
Luxembourg,2006,228.391,2015.0
Luxembourg,2005,94.473,2015.0
Israel,2014,1667.36,2015.0
Israel,2013,2062.978,2015.0
Israel,2012,1827.485,2015.0
Israel,2011,2085.01,2015.0
Israel,2010,2038.468,2015.0
Israel,2009,2646.455,2015.0
Israel,2008,1806.615,2015.0
Israel,2018,2098.833,2015.0
Israel,2017,2331.571,2015.0
Israel,2016,2169.237,2015.0
Israel,2014,0.149,
Israel,2013,0.191,
Israel,2012,0.176,
Israel,2011,0.208,
Israel,2010,0.211,
Israel,2009,0.284,
Israel,2008,0.2,
Israel,2018,0.157,
Israel,2017,0.181,
Israel,2016,0.175,
Iceland,2005,1850.502,
Iceland,2018,7861.875,
Iceland,2017,5620.605,
Iceland,2016,5103.063,
Iceland,2015,4152.425,
Iceland,2014,3773.007,
Iceland,2013,3103.686,
Iceland,2012,3190.164,
Iceland,2011,2094.393,
Iceland,2010,2276.724,
Iceland,2009,2012.233,
Iceland,2008,2789.768,
Iceland,2004,1403.217,
Iceland,2003,1743.372,
Iceland,2002,2229.422,
Iceland,2001,1760.408,
Iceland,2007,2701.049,
Slovak Republic,2006,0.215,
Slovak Republic,2013,0.213,
Slovak Republic,2012,0.283,
Slovak Republic,2011,0.309,
Slovak Republic,2010,0.445,
Slovak Republic,2009,0.478,
Lithuania,2005,100.0,
Latvia,2012,0.081,2015.0
Latvia,2011,0.012,2015.0
Latvia,2010,0.622,2015.0
Latvia,2009,0.569,2015.0
Latvia,2008,1.584,2015.0
Latvia,2007,1.572,2015.0
Latvia,2006,18.819,2015.0
Latvia,2018,2.852,2015.0
Latvia,2010,0.003,
Latvia,2009,0.003,
Latvia,2008,0.006,
Latvia,2007,0.006,
Latvia,2006,0.081,
Latvia,2018,0.011,
Spain,2010,0.001,
Czechia,2006,100.0,
Czechia,2005,100.0,
Czechia,2004,100.0,
Czechia,2003,100.0,
Czechia,2018,100.0,
Czechia,2017,100.0,
Czechia,2016,100.0,
Czechia,2015,100.0,
Czechia,2014,100.0,
Czechia,2013,100.0,
Czechia,2012,100.0,
Czechia,2011,100.0,
Czechia,2010,100.0,
Czechia,2009,100.0,
Czechia,2008,100.0,
Costa Rica,2018,100.0,
Costa Rica,2017,100.0,
Costa Rica,2016,100.0,
Costa Rica,2015,100.0,
Costa Rica,2014,100.0,
Costa Rica,2013,100.0,
Costa Rica,2012,100.0,
Costa Rica,2011,100.0,
Sweden,2006,3662.425,2015.0
Sweden,2005,3649.317,2015.0
Sweden,2004,3974.605,2015.0
Sweden,2003,3297.89,2015.0
Sweden,2002,3446.508,2015.0
Sweden,2001,3416.674,2015.0
Sweden,2018,4736.733,2015.0
Sweden,2017,4028.79,2015.0
Sweden,2016,4099.671,2015.0
Sweden,2015,4074.0,2015.0
Sweden,2014,3408.364,2015.0
Sweden,2013,3779.319,2015.0
Sweden,2012,3779.201,2015.0
Sweden,2011,3851.476,2015.0
Sweden,2010,4376.546,2015.0
Sweden,2009,3628.105,2015.0
Sweden,2008,3976.969,2015.0
Sweden,2012,0.097,
Sweden,2011,0.098,
Sweden,2010,0.114,
Sweden,2009,0.099,
Sweden,2008,0.105,
Sweden,2007,0.1,
Sweden,2006,0.1,
Sweden,2005,0.105,
Sweden,2004,0.117,
Sweden,2003,0.1,
Sweden,2002,0.106,
Sweden,2001,0.107,
Sweden,2018,0.105,
Sweden,2017,0.09,
Canada,2006,30.007,
Canada,2018,42.098,
Canada,2016,35.895,
Canada,2015,49.857,
Canada,2014,40.231,
Canada,2013,38.737,
Canada,2012,36.959,
Canada,2011,48.189,
Canada,2010,40.627,
Canada,2009,43.906,
Canada,2008,59.35,
Israel,2017,5.0,
Portugal,2018,55.1,
Portugal,2017,54.454,
Portugal,2016,51.984,
Sweden,2018,473.0,
Sweden,2017,694.0,
Sweden,2016,738.0,
Sweden,2015,893.0,
Sweden,2014,657.0,
Sweden,2013,770.0,
Sweden,2012,342.0,
Sweden,2011,447.0,
Sweden,2010,506.0,
Sweden,2009,587.0,
Sweden,2008,449.0,
Sweden,2007,506.0,
Sweden,2006,496.0,
Sweden,2005,378.0,
Sweden,2004,271.0,
Sweden,2003,463.0,
Sweden,2002,385.0,
Sweden,2001,274.0,
Latvia,2018,62.942,
Latvia,2017,38.577,
Latvia,2018,0.219,
Canada,2006,69.993,
Canada,2018,57.902,
Canada,2016,64.105,
Canada,2015,50.143,
Canada,2014,59.769,
Canada,2013,61.263,
Canada,2012,63.041,
Canada,2011,51.811,
Canada,2010,59.373,
Canada,2009,56.094,
Canada,2008,40.65,
Costa Rica,2018,743.967,2015.0
Costa Rica,2017,1627.304,2015.0
Costa Rica,2016,21.214,
Costa Rica,2015,33.28,
Costa Rica,2014,26.998,
Costa Rica,2013,15.099,
Costa Rica,2012,13.687,
Costa Rica,2011,12.15,
Costa Rica,2018,23.223,
Latvia,2018,0.01,
Latvia,2017,0.008,
Ireland,2018,0.129,
Ireland,2017,0.13,
Ireland,2016,0.129,
Ireland,2015,0.119,
Ireland,2014,0.169,
Ireland,2013,0.187,
Ireland,2012,0.178,
Ireland,2011,0.179,
Slovak Republic,2007,0.298,
Hungary,2008,100.0,
Hungary,2007,100.0,
Hungary,2006,100.0,
Hungary,2005,100.0,
Hungary,2004,100.0,
Hungary,2003,100.0,
Hungary,2002,100.0,
Hungary,2001,100.0,
Hungary,2018,100.0,
Hungary,2017,100.0,
Hungary,2016,100.0,
Hungary,2015,100.0,
France,2005,7443.2,
France,2004,7022.4,
France,2003,6340.0,
France,2002,3803.0,
France,2001,3424.0,
Malta,2018,100.0,
Malta,2017,100.0,
Malta,2018,100.0,
Malta,2017,100.0,
Malta,2018,0.879,
Malta,2017,1.496,
Latvia,2018,0.412,
Sweden,2018,47.561,
Sweden,2009,54.545,
Sweden,2008,51.613,
Sweden,2007,44.444,
Sweden,2006,55.0,
Sweden,2005,51.852,
Sweden,2004,82.456,
Sweden,2003,73.81,
Sweden,2002,78.571,
Sweden,2001,60.714,
Sweden,2017,62.963,
Sweden,2016,62.5,
Sweden,2015,45.455,
Sweden,2014,55.0,
Sweden,2013,56.818,
Sweden,2012,73.684,
Sweden,2011,66.667,
Sweden,2010,15.625,
Costa Rica,2015,0.194,
Costa Rica,2014,1.613,
Costa Rica,2018,0.421,
Costa Rica,2017,44.91,
Finland,2008,0.084,
Finland,2003,100.0,
Finland,2002,100.0,
Finland,2001,100.0,
Finland,2015,100.0,
Finland,2014,100.0,
Finland,2013,100.0,
Finland,2012,100.0,
Finland,2011,100.0,
Finland,2010,100.0,
Finland,2009,100.0,
Finland,2008,100.0,
Finland,2007,100.0,
Finland,2006,100.0,
Finland,2018,100.0,
Finland,2017,100.0,
Finland,2016,100.0,
Finland,2005,100.0,
Czechia,2014,25.888,
Czechia,2013,12.959,
Czechia,2012,31.768,
